date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_dollar,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
1/1/2006,CHL,CLP,Chile,1560,522.75,2.984218077,-0.05263,-0.15072,-0.10009,0.36444,1.29191,,,,,,,
1/1/2006,CHN,CNY,China,10.5,8.0641,1.302067187,-0.58665,-0.62944,-0.60735,-0.40467,0,,,,,,,
1/1/2006,CZE,CZK,Czech Republic,62,23.8375,2.600943891,-0.1743,-0.2598,-0.21567,0.1892,0.99755,,,,,,,
1/1/2006,DNK,DKK,Denmark,27.75,6.1769,4.492544804,0.4262,0.27853,0.35475,1.05408,2.45032,,,,,,,
1/1/2006,EGY,EGP,Egypt,9.25,5.74,1.611498258,-0.48841,-0.54138,-0.51404,-0.26319,0.23765,,,,,,,
1/1/2006,EUZ,EUR,Euro area,2.91,0.82815735,3.513825,0.1155,0,0.05962,0.60659,1.69865,,,,,,,
1/1/2006,GBR,GBP,Britain,1.88,0.566925563,3.316131998,0.05274,-0.05626,0,0.5162,1.54682,,,,,,,
1/1/2006,HKG,HKD,Hong Kong,12,7.7512,1.548147384,-0.50852,-0.55941,-0.53315,-0.29216,0.18899,,,,,,,
1/1/2006,HUN,HUF,Hungary,560,206.956,2.705889175,-0.14099,-0.22993,-0.18402,0.23719,1.07815,,,,,,,
1/1/2006,IDN,IDR,Indonesia,14600,9460,1.543340381,-0.51005,-0.56078,-0.5346,-0.29435,0.1853,,,,,,,
1/1/2006,JPN,JPY,Japan,250,114.305,2.187130922,-0.30567,-0.37756,-0.34046,0,0.67974,,,,,,,
1/1/2006,KOR,KRW,South Korea,2500,977.45,2.557675584,-0.18804,-0.27211,-0.22872,0.16942,0.96432,,,,,,,
1/1/2006,MEX,MXN,Mexico,28,10.5425,2.655916528,-0.15685,-0.24415,-0.19909,0.21434,1.03977,,,,,,,
1/1/2006,MYS,MYR,Malaysia,5.5,3.7488,1.46713615,-0.53424,-0.58247,-0.55758,-0.3292,0.12677,,,,,,,
1/1/2006,NZL,NZD,New Zealand,4.45,1.4467,3.075965992,-0.0235,-0.12461,-0.07242,0.40639,1.36237,,,,,,,
1/1/2006,PER,PEN,Peru,9.5,3.446,2.756819501,-0.12482,-0.21544,-0.16866,0.26047,1.11726,,,,,,,
1/1/2006,PHL,PHP,Philippines,82,52.58,1.559528338,-0.50491,-0.55617,-0.52971,-0.28695,0.19773,,,,,,,
1/1/2006,POL,PLN,Poland,6.5,3.1151,2.086610382,-0.33758,-0.40617,-0.37077,-0.04596,0.60254,,,,,,,
1/1/2006,RUS,RUB,Russia,46,28.67,1.604464597,-0.49065,-0.54339,-0.51616,-0.26641,0.23224,,,,,,,
1/1/2006,SGP,SGD,Singapore,3.6,1.6353,2.20143093,-0.30113,-0.37349,-0.33614,0.00654,0.69072,,,,,,,
1/1/2006,SWE,SEK,Sweden,33,7.7119,4.279101129,0.35844,0.21779,0.29039,0.95649,2.28639,,,,,,,
1/1/2006,THA,THB,Thailand,60,39.755,1.50924412,-0.52087,-0.57048,-0.54488,-0.30994,0.15911,,,,,,,
1/1/2006,TUR,TRY,Turkey,4.1,1.3365,3.067714179,-0.02612,-0.12696,-0.07491,0.40262,1.35603,,,,,,,
1/1/2006,TWN,TWD,Taiwan,75,31.9495,2.347454577,-0.25478,-0.33194,-0.29211,0.0733,0.80287,,,,,,,
1/1/2006,USA,USD,United States,3.15,1,3.15,0,-0.10354,-0.0501,0.44024,1.41923,,,,,,,
1/1/2006,ZAF,ZAR,South Africa,13.95,6.0803,2.294294689,-0.27165,-0.34707,-0.30814,0.049,0.76204,,,,,,,
5/1/2006,ARE,AED,UAE,9,3.6726,2.450579971,-0.20949,-0.34945,-0.32824,0.09889,0.87318,,,,,,,
5/1/2006,ARG,ARS,Argentina,7,3.0565,2.290201211,-0.26123,-0.39202,-0.3722,0.02697,0.75059,,,,,,,
5/1/2006,AUS,AUD,Australia,3.25,1.33253,2.438969479,-0.21324,-0.35253,-0.33142,0.09368,0.8643,,,,,,,
5/1/2006,BRA,BRL,Brazil,6.4,2.3045,2.777175092,-0.10414,-0.26275,-0.23871,0.24534,1.12282,,,,,,,
5/1/2006,CAN,CAD,Canada,3.52,1.12045,3.141594895,0.01342,-0.166,-0.13881,0.40875,1.40138,,,,,,,
5/1/2006,CHE,CHF,Switzerland,6.3,1.20885,5.21156471,0.68115,0.38351,0.42862,1.33697,2.98362,,,,,,,
5/1/2006,CHL,CLP,Chile,1560,529.95,2.943673932,-0.05043,-0.21855,-0.19307,0.32,1.25009,,,,,,,
5/1/2006,CHN,CNY,China,10.5,8.026,1.308248193,-0.57798,-0.6527,-0.64138,-0.41336,0,,,,,,,
5/1/2006,COL,COP,Colombia,6500,2503.6,2.596261384,-0.1625,-0.31077,-0.2883,0.16422,0.98453,,,,,,,
5/1/2006,CRI,CRC,Costa Rica,1130,509.535,2.217708303,-0.28461,-0.41127,-0.39207,-0.00554,0.69517,,,,,,,
5/1/2006,CZE,CZK,Czech Republic,59.05,22.1078,2.671002994,-0.13839,-0.29093,-0.26781,0.19773,1.04166,,,,,,,
5/1/2006,DNK,DKK,Denmark,27.75,5.81825,4.769475358,0.53854,0.26615,0.30743,1.13873,2.6457,,,,,,,
5/1/2006,EGY,EGP,Egypt,9.5,5.77075,1.646233159,-0.46896,-0.56298,-0.54873,-0.2618,0.25835,,,,,,,
5/1/2006,EUZ,EUR,Euro area,2.939573529,0.780365992,3.766916497,0.21513,0,0.0326,0.68916,1.87936,,,,,,,
5/1/2006,GBR,GBP,Britain,1.94,0.531801744,3.647976002,0.17677,-0.03158,0,0.63583,1.78844,,,,,,,
5/1/2006,HKG,HKD,Hong Kong,12,7.7533,1.547728064,-0.50073,-0.58913,-0.57573,-0.30597,0.18305,,,,,,,
5/1/2006,HUN,HUF,Hungary,560,206.3444,2.713909367,-0.12455,-0.27954,-0.25605,0.21697,1.07446,,,,,,,
5/1/2006,IDN,IDR,Indonesia,14600,9325,1.565683646,-0.49494,-0.58436,-0.57081,-0.29792,0.19678,,,,,,,
5/1/2006,JPN,JPY,Japan,250,112.105,2.230052183,-0.28063,-0.40799,-0.38869,0,0.70461,,,,,,,
5/1/2006,KOR,KRW,South Korea,2500,952.4,2.624947501,-0.15324,-0.30316,-0.28044,0.17708,1.00646,,,,,,,
5/1/2006,LKA,LKR,Sri Lanka,190,102.955,1.845466466,-0.40469,-0.51009,-0.49411,-0.17246,0.41064,,,,,,,
5/1/2006,MEX,MXN,Mexico,29,11.3031,2.565667826,-0.17237,-0.31889,-0.29669,0.1505,0.96115,,,,,,,
5/1/2006,MYS,MYR,Malaysia,5.5,3.6295,1.515360242,-0.51117,-0.59772,-0.5846,-0.32048,0.15831,,,,,,,
5/1/2006,NOR,NOK,Norway,43,6.1023,7.046523442,1.27307,0.87063,0.93163,2.1598,4.38623,,,,,,,
5/1/2006,NZL,NZD,New Zealand,4.45,1.62101,2.745202065,-0.11445,-0.27123,-0.24747,0.231,1.09838,,,,,,,
5/1/2006,PAK,PKR,Pakistan,130,60.055,2.164682374,-0.30172,-0.42534,-0.40661,-0.02931,0.65464,,,,,,,
5/1/2006,PER,PEN,Peru,9.5,3.261,2.913216805,-0.06025,-0.22663,-0.20142,0.30634,1.22681,,,,,,,
5/1/2006,PHL,PHP,Philippines,85,52.625,1.6152019,-0.47897,-0.57121,-0.55723,-0.27571,0.23463,,,,,,,
5/1/2006,POL,PLN,Poland,6.5,3.09915,2.097349273,-0.32344,-0.44322,-0.42506,-0.05951,0.60317,,,,,,,
5/1/2006,RUS,RUB,Russia,48,27.06375,1.773590134,-0.42787,-0.52917,-0.51382,-0.20469,0.3557,,,,,,,
5/1/2006,SAU,SAR,Saudi Arabia,9,3.749,2.400640171,-0.2256,-0.3627,-0.34193,0.0765,0.835,,,,,,,
5/1/2006,SGP,SGD,Singapore,3.6,1.5873,2.268002268,-0.26839,-0.39792,-0.37828,0.01702,0.73362,,,,,,,
5/1/2006,SWE,SEK,Sweden,33,7.28455,4.530135698,0.46133,0.20261,0.24182,1.0314,2.46275,,,,,,,
5/1/2006,THA,THB,Thailand,60,38.445,1.560671089,-0.49656,-0.58569,-0.57218,-0.30016,0.19295,,,,,,,
5/1/2006,TUR,TRY,Turkey,4.2,1.5415,2.724618878,-0.12109,-0.2767,-0.25311,0.22177,1.08265,,,,,,,
5/1/2006,TWN,TWD,Taiwan,75,32.141,2.333468156,-0.24727,-0.38054,-0.36034,0.04637,0.78366,,,,,,,
5/1/2006,UKR,UAH,Ukraine,8.5,5.05,1.683168317,-0.45704,-0.55317,-0.5386,-0.24523,0.28658,,,,,,,
5/1/2006,URY,UYU,Uruguay,42.28,23.925,1.767189133,-0.42994,-0.53087,-0.51557,-0.20756,0.35081,,,,,,,
5/1/2006,USA,USD,United States,3.1,1,3.1,0,-0.17705,-0.15021,0.3901,1.36958,,,,,,,
5/1/2006,ZAF,ZAR,South Africa,13.95,6.597,2.114597544,-0.31787,-0.43864,-0.42034,-0.05177,0.61636,,,,,,,
1/1/2007,ARE,AED,UAE,10,3.6726,2.722866634,-0.15439,-0.28519,-0.28976,0.18236,0.9244,,,,,,,
1/1/2007,ARG,ARS,Argentina,8.25,3.08875,2.670983408,-0.1705,-0.29881,-0.30329,0.15983,0.88773,,,,,,,
1/1/2007,AUS,AUD,Australia,3.45,1.266865,2.723257806,-0.15427,-0.28509,-0.28966,0.18253,0.92467,,,,,,,
1/1/2007,BRA,BRL,Brazil,6.4,2.1335,2.999765643,-0.0684,-0.2125,-0.21753,0.30259,1.1201,,,,,,,
1/1/2007,CAN,CAD,Canada,3.63,1.17485,3.089756139,-0.04045,-0.18887,-0.19406,0.34167,1.1837,,,,,,,
1/1/2007,CHE,CHF,Switzerland,6.3,1.2485,5.046055266,0.5671,0.3247,0.31623,1.19116,2.56632,,,,,,,
1/1/2007,CHL,CLP,Chile,1670,540.15,3.091733778,-0.03983,-0.18835,-0.19354,0.34253,1.1851,,,,,,,
1/1/2007,CHN,CNY,China,11,7.7743,1.414918385,-0.56058,-0.62855,-0.63093,-0.3856,0,,,,,,,
1/1/2007,COL,COP,Colombia,6900,2239.325,3.081285655,-0.04308,-0.1911,-0.19627,0.33799,1.17771,,,,,,,
1/1/2007,CRI,CRC,Costa Rica,1130,509.535,2.217708303,-0.31127,-0.4178,-0.42153,-0.037,0.56738,,,,,,,
1/1/2007,CZE,CZK,Czech Republic,52.1,21.50115,2.423126205,-0.24748,-0.36388,-0.36795,0.0522,0.71256,,,,,,,
1/1/2007,DNK,DKK,Denmark,27.75,5.75305,4.823528389,0.49799,0.26628,0.25818,1.09453,2.40905,,,,,,,
1/1/2007,EGY,EGP,Egypt,9.09,5.7,1.594736842,-0.50474,-0.58135,-0.58402,-0.30751,0.12709,,,,,,,
1/1/2007,EUZ,EUR,Euro area,2.94,0.771813376,3.809210998,0.18298,0,-0.0064,0.65408,1.69218,,,,,,,
1/1/2007,GBR,GBP,Britain,1.94,0.506034461,3.833731,0.1906,0.00644,0,0.66473,1.70951,,,,,,,
1/1/2007,HKG,HKD,Hong Kong,12,7.79845,1.538767319,-0.52212,-0.59604,-0.59862,-0.33182,0.08753,,,,,,,
1/1/2007,HUN,HUF,Hungary,590,194.4237,3.034609464,-0.05757,-0.20335,-0.20844,0.31772,1.14472,,,,,,,
1/1/2007,IDN,IDR,Indonesia,15900,9090,1.749174917,-0.45678,-0.5408,-0.54374,-0.24045,0.23624,,,,,,,
1/1/2007,JPN,JPY,Japan,280,121.585,2.302915656,-0.28481,-0.39543,-0.3993,0,0.6276,,,,,,,
1/1/2007,KOR,KRW,South Korea,2900,940.15,3.084614157,-0.04205,-0.19022,-0.1954,0.33944,1.18007,,,,,,,
1/1/2007,LKA,LKR,Sri Lanka,190,102.955,1.845466466,-0.42687,-0.51553,-0.51862,-0.19864,0.30429,,,,,,,
1/1/2007,MEX,MXN,Mexico,29,10.8894,2.663140302,-0.17294,-0.30087,-0.30534,0.15642,0.88219,,,,,,,
1/1/2007,MYS,MYR,Malaysia,5.5,3.502,1.570531125,-0.51226,-0.5877,-0.59034,-0.31802,0.10998,,,,,,,
1/1/2007,NOR,NOK,Norway,41.5,6.1023,6.800714485,1.11202,0.78533,0.77392,1.95309,3.80644,,,,,,,
1/1/2007,NZL,NZD,New Zealand,4.6,1.42796,3.22137875,0.00043,-0.15432,-0.15973,0.39883,1.27672,,,,,,,
1/1/2007,PAK,PKR,Pakistan,140,60.055,2.331196403,-0.27603,-0.38801,-0.39192,0.01228,0.64758,,,,,,,
1/1/2007,PER,PEN,Peru,9.5,3.1895,2.97852328,-0.07499,-0.21807,-0.22307,0.29337,1.10508,,,,,,,
1/1/2007,PHL,PHP,Philippines,85,49.05,1.732925586,-0.46182,-0.54507,-0.54798,-0.24751,0.22475,,,,,,,
1/1/2007,POL,PLN,Poland,6.9,2.97175,2.321864221,-0.27892,-0.39046,-0.39436,0.00823,0.64099,,,,,,,
1/1/2007,RUS,RUB,Russia,49,26.5335,1.846722068,-0.42648,-0.5152,-0.5183,-0.19809,0.30518,,,,,,,
1/1/2007,SAU,SAR,Saudi Arabia,9,3.749,2.400640171,-0.25446,-0.36978,-0.37381,0.04244,0.69666,,,,,,,
1/1/2007,SGP,SGD,Singapore,3.6,1.53795,2.340778309,-0.27305,-0.3855,-0.38943,0.01644,0.65436,,,,,,,
1/1/2007,SWE,SEK,Sweden,32,7.04125,4.544647612,0.41138,0.19307,0.18544,0.97343,2.21195,,,,,,,
1/1/2007,THA,THB,Thailand,62,35.3,1.756373938,-0.45454,-0.53891,-0.54186,-0.23733,0.24133,,,,,,,
1/1/2007,TUR,TRY,Turkey,4.55,1.40975,3.22752261,0.00234,-0.15271,-0.15812,0.40149,1.28107,,,,,,,
1/1/2007,TWN,TWD,Taiwan,75,32.9255,2.277869736,-0.29259,-0.40201,-0.40583,-0.01088,0.60989,,,,,,,
1/1/2007,UKR,UAH,Ukraine,9,5.05,1.782178218,-0.44653,-0.53214,-0.53513,-0.22612,0.25956,,,,,,,
1/1/2007,URY,UYU,Uruguay,55,23.925,2.298850575,-0.28607,-0.3965,-0.40036,-0.00177,0.62472,,,,,,,
1/1/2007,USA,USD,United States,3.22,1,3.22,0,-0.15468,-0.16009,0.39823,1.27575,,,,,,,
1/1/2007,ZAF,ZAR,South Africa,15.5,7.10975,2.180104786,-0.32295,-0.42768,-0.43134,-0.05333,0.5408,,,,,,,
6/1/2007,ARE,AED,UAE,10,3.67285,2.722681297,-0.20156,-0.34659,-0.32055,0.18937,0.88229,,,,,,,
6/1/2007,ARG,ARS,Argentina,8.25,3.0915,2.668607472,-0.21742,-0.35957,-0.33404,0.16575,0.84491,,,,,,,
6/1/2007,AUS,AUD,Australia,3.45,1.17,2.948717949,-0.13527,-0.29235,-0.26414,0.28812,1.03856,,,,,,,
6/1/2007,BRA,BRL,Brazil,6.9,1.913,3.606900157,0.05774,-0.13439,-0.09989,0.57564,1.49358,,,,,,,
6/1/2007,CAN,CAD,Canada,3.88,1.05345,3.683136361,0.0801,-0.11609,-0.08086,0.60894,1.54629,,,,,,,
6/1/2007,CHE,CHF,Switzerland,6.3,1.2112,5.201453104,0.52535,0.24828,0.29804,1.2722,2.59595,,,,,,,
6/1/2007,CHL,CLP,Chile,1565,526.75,2.971048885,-0.12872,-0.28699,-0.25857,0.29787,1.05399,,,,,,,
6/1/2007,CHN,CNY,China,11,7.6047,1.446473891,-0.57581,-0.65286,-0.63903,-0.36812,0,,,,,,,
6/1/2007,COL,COP,Colombia,6900,1956,3.527607362,0.03449,-0.15342,-0.11967,0.541,1.43876,,,,,,,
6/1/2007,CRI,CRC,Costa Rica,1130,518.625,2.178838274,-0.36104,-0.47711,-0.45626,-0.0482,0.50631,,,,,,,
6/1/2007,CZE,CZK,Czech Republic,52.9,21.11675,2.505120343,-0.26536,-0.3988,-0.37484,0.09433,0.73188,,,,,,,
6/1/2007,DNK,DKK,Denmark,27.75,5.4603,5.082138344,0.49036,0.21965,0.26826,1.22008,2.51347,,,,,,,
6/1/2007,EGY,EGP,Egypt,9.54,5.69025,1.676551997,-0.50834,-0.59765,-0.58161,-0.26762,0.15906,,,,,,,
6/1/2007,EUZ,EUR,Euro area,3.057482443,0.733756466,4.166889949,0.22196,0,0.03986,0.82026,1.88072,,,,,,,
6/1/2007,GBR,GBP,Britain,1.99,0.496610632,4.007163503,0.17512,-0.03833,0,0.75049,1.7703,,,,,,,
6/1/2007,HKG,HKD,Hong Kong,12,7.81555,1.53540058,-0.54974,-0.63152,-0.61684,-0.32928,0.06148,,,,,,,
6/1/2007,HUN,HUF,Hungary,600,180.2106,3.329437891,-0.02363,-0.20098,-0.16913,0.45443,1.30176,,,,,,,
6/1/2007,IDN,IDR,Indonesia,15900,9015,1.763727121,-0.48278,-0.57673,-0.55986,-0.22953,0.21933,,,,,,,
6/1/2007,JPN,JPY,Japan,280,122.315,2.289171402,-0.32869,-0.45063,-0.42873,0,0.58259,,,,,,,
6/1/2007,KOR,KRW,South Korea,2900,922.5,3.143631436,-0.07811,-0.24557,-0.2155,0.37326,1.17331,,,,,,,
6/1/2007,LKA,LKR,Sri Lanka,210,111.4,1.885098743,-0.44719,-0.5476,-0.52957,-0.17651,0.30324,,,,,,,
6/1/2007,MEX,MXN,Mexico,29,10.76755,2.693277487,-0.21018,-0.35365,-0.32788,0.17653,0.86196,,,,,,,
6/1/2007,MYS,MYR,Malaysia,5.5,3.4345,1.601397583,-0.53038,-0.61569,-0.60037,-0.30045,0.1071,,,,,,,
6/1/2007,NOR,NOK,Norway,40,5.8139,6.880063297,1.01761,0.65113,0.71694,2.00548,3.75644,,,,,,,
6/1/2007,NZL,NZD,New Zealand,4.6,1.2797,3.594592483,0.05413,-0.13734,-0.10296,0.57026,1.48507,,,,,,,
6/1/2007,PAK,PKR,Pakistan,140,60.37,2.319032632,-0.31993,-0.44346,-0.42128,0.01304,0.60323,,,,,,,
6/1/2007,PER,PEN,Peru,9.5,3.167,2.999684244,-0.12033,-0.28011,-0.25142,0.31038,1.07379,,,,,,,
6/1/2007,PHL,PHP,Philippines,85,45.8975,1.851952721,-0.45691,-0.55556,-0.53784,-0.19099,0.28032,,,,,,,
6/1/2007,POL,PLN,Poland,6.9,2.75185,2.50740411,-0.26469,-0.39826,-0.37427,0.09533,0.73346,,,,,,,
6/1/2007,RUS,RUB,Russia,52,25.64825,2.027428772,-0.40545,-0.51344,-0.49405,-0.11434,0.40164,,,,,,,
6/1/2007,SAU,SAR,Saudi Arabia,9,3.75045,2.399712035,-0.29627,-0.4241,-0.40114,0.04829,0.65901,,,,,,,
6/1/2007,SGP,SGD,Singapore,3.95,1.52375,2.592288761,-0.2398,-0.37788,-0.35309,0.13241,0.79214,,,,,,,
6/1/2007,SWE,SEK,Sweden,33,6.79165,4.858907629,0.4249,0.16608,0.21256,1.12256,2.35914,,,,,,,
6/1/2007,THA,THB,Thailand,62,34.455,1.799448556,-0.4723,-0.56816,-0.55094,-0.21393,0.24402,,,,,,,
6/1/2007,TUR,TRY,Turkey,4.75,1.2981,3.659194207,0.07308,-0.12184,-0.08684,0.59848,1.52973,,,,,,,
6/1/2007,TWN,TWD,Taiwan,75,32.7705,2.28864375,-0.32884,-0.45075,-0.42886,-0.00023,0.58222,,,,,,,
6/1/2007,UKR,UAH,Ukraine,9.25,5.0275,1.839880656,-0.46045,-0.55845,-0.54085,-0.19627,0.27198,,,,,,,
6/1/2007,URY,UYU,Uruguay,62,23.945,2.58926707,-0.24068,-0.37861,-0.35384,0.13109,0.79005,,,,,,,
6/1/2007,USA,USD,United States,3.41,1,3.41,0,-0.18164,-0.14902,0.48962,1.35746,,,,,,,
6/1/2007,ZAF,ZAR,South Africa,15.5,6.971,2.223497346,-0.34795,-0.46639,-0.44512,-0.02869,0.53718,,,,,,,
6/1/2008,ARE,AED,UAE,10,3.67285,2.722681297,-0.23734,-0.49039,-0.40429,0.03904,0.48854,,,,,,,
6/1/2008,ARG,ARS,Argentina,11,3.0195,3.64298725,0.02044,-0.31814,-0.20293,0.39026,0.99169,,,,,,,
6/1/2008,AUS,AUD,Australia,3.45,1.026,3.362573099,-0.0581,-0.37062,-0.26429,0.28324,0.83839,,,,,,,
6/1/2008,BRA,BRL,Brazil,7.5,1.5846,4.733055661,0.32579,-0.11411,0.03557,0.80625,1.58766,,,,,,,
6/1/2008,CAN,CAD,Canada,4.09,1.00355,4.075531862,0.14161,-0.23718,-0.1083,0.55532,1.22817,,,,,,,
6/1/2008,CHE,CHF,Switzerland,6.5,1.02215,6.35914494,0.78127,0.19025,0.39135,1.42681,2.47667,,,,,,,
6/1/2008,CHL,CLP,Chile,1550,494.65,3.133528758,-0.12226,-0.41349,-0.3144,0.19583,0.71316,,,,,,,
6/1/2008,CHN,CNY,China,12.5,6.834,1.829089845,-0.48765,-0.65765,-0.59981,-0.30197,0,,,,,,,
6/1/2008,COL,COP,Colombia,7000,1798.65,3.891807745,0.09014,-0.27157,-0.14849,0.48521,1.12773,,,,,,,
6/1/2008,CRI,CRC,Costa Rica,1800,551.02,3.266669086,-0.08497,-0.38857,-0.28527,0.24664,0.78595,,,,,,,
6/1/2008,CZE,CZK,Czech Republic,66.08,14.49795,4.55788577,0.27672,-0.1469,-0.00276,0.7394,1.49189,,,,,,,
6/1/2008,DNK,DKK,Denmark,28,4.7044,5.951874841,0.66719,0.11402,0.30224,1.27138,2.25401,,,,,,,
6/1/2008,EGY,EGP,Egypt,13,5.3125,2.447058824,-0.31455,-0.54198,-0.4646,-0.06614,0.33786,,,,,,,
6/1/2008,EUZ,EUR,Euro area,3.36856,0.630497147,5.342704588,0.49656,0,0.16895,1.03891,1.92096,,,,,,,
6/1/2008,GBR,GBP,Britain,2.29,0.501039657,4.570496503,0.28025,-0.14454,0,0.74422,1.49878,,,,,,,
6/1/2008,HKG,HKD,Hong Kong,13.3,7.7974,1.705696771,-0.52221,-0.68074,-0.6268,-0.34906,-0.06746,,,,,,,
6/1/2008,HUN,HUF,Hungary,670,144.2578,4.644462899,0.30097,-0.13069,0.01618,0.77244,1.53922,,,,,,,
6/1/2008,IDN,IDR,Indonesia,18700,9152,2.043269231,-0.42766,-0.61756,-0.55294,-0.22024,0.1171,,,,,,,
6/1/2008,JPN,JPY,Japan,280,106.855,2.620373403,-0.266,-0.50954,-0.42668,0,0.43261,,,,,,,
6/1/2008,KOR,KRW,South Korea,3200,1018.05,3.143264083,-0.11953,-0.41167,-0.31227,0.19955,0.71849,,,,,,,
6/1/2008,LKA,LKR,Sri Lanka,210,107.55,1.952580195,-0.45306,-0.63453,-0.57279,-0.25485,0.06751,,,,,,,
6/1/2008,MEX,MXN,Mexico,32,10.1685,3.146973497,-0.11849,-0.41098,-0.31146,0.20096,0.72051,,,,,,,
6/1/2008,MYS,MYR,Malaysia,5.5,3.238,1.69857937,-0.52421,-0.68207,-0.62836,-0.35178,-0.07135,,,,,,,
6/1/2008,NOR,NOK,Norway,40,5.07915,7.875333471,1.20598,0.47403,0.72308,2.00542,3.3056,,,,,,,
6/1/2008,NZL,NZD,New Zealand,4.9,1.3177,3.718600592,0.04162,-0.30399,-0.18639,0.41911,1.03303,,,,,,,
6/1/2008,PAK,PKR,Pakistan,140,70.9,1.97461213,-0.44689,-0.63041,-0.56797,-0.24644,0.07956,,,,,,,
6/1/2008,PER,PEN,Peru,9.5,2.84,3.345070423,-0.06301,-0.3739,-0.26812,0.27656,0.82882,,,,,,,
6/1/2008,PHL,PHP,Philippines,87,44.485,1.95571541,-0.45218,-0.63395,-0.5721,-0.25365,0.06923,,,,,,,
6/1/2008,POL,PLN,Poland,7,2.03145,3.445814566,-0.03479,-0.35504,-0.24607,0.31501,0.8839,,,,,,,
6/1/2008,RUS,RUB,Russia,59,23.2336,2.539425659,-0.28868,-0.52469,-0.44439,-0.03089,0.38835,,,,,,,
6/1/2008,SAU,SAR,Saudi Arabia,10,3.74955,2.666986705,-0.25294,-0.50082,-0.41648,0.01779,0.45809,,,,,,,
6/1/2008,SGP,SGD,Singapore,3.95,1.35275,2.919977823,-0.18208,-0.45346,-0.36112,0.11434,0.59641,,,,,,,
6/1/2008,SWE,SEK,Sweden,38,5.96085,6.37492975,0.78569,0.1932,0.3948,1.43283,2.4853,,,,,,,
6/1/2008,THA,THB,Thailand,62,33.36,1.858513189,-0.47941,-0.65214,-0.59337,-0.29074,0.01609,,,,,,,
6/1/2008,TUR,TRY,Turkey,5.15,1.19275,4.317753092,0.20945,-0.19184,-0.0553,0.64776,1.3606,,,,,,,
6/1/2008,TWN,TWD,Taiwan,75,30.3625,2.470152326,-0.30808,-0.53766,-0.45954,-0.05733,0.35048,,,,,,,
6/1/2008,UKR,UAH,Ukraine,11,4.6,2.391304348,-0.33017,-0.55242,-0.4768,-0.08742,0.30737,,,,,,,
6/1/2008,URY,UYU,Uruguay,61,19.15,3.18537859,-0.10774,-0.40379,-0.30306,0.21562,0.74151,,,,,,,
6/1/2008,USA,USD,United States,3.57,1,3.57,0,-0.3318,-0.2189,0.3624,0.95179,,,,,,,
6/1/2008,ZAF,ZAR,South Africa,16.95,7.56325,2.241100056,-0.37224,-0.58053,-0.50966,-0.14474,0.22525,,,,,,,
7/1/2009,ARE,AED,UAE,10,3.673,2.722570106,-0.23738,-0.41033,-0.26183,-0.21245,0.4882,,,,,,,
7/1/2009,ARG,ARS,Argentina,11.5,3.81125,3.017382748,-0.15479,-0.34648,-0.1819,-0.12717,0.64935,,,,,,,
7/1/2009,AUS,AUD,Australia,4.34,1.2869,3.372445411,-0.05534,-0.26958,-0.08563,-0.02447,0.84343,,,,,,,
7/1/2009,BRA,BRL,Brazil,8.03,1.9971,4.020830204,0.12628,-0.12915,0.09017,0.16309,1.19785,,,,,,,
7/1/2009,CAN,CAD,Canada,3.89,1.16085,3.350992807,-0.06135,-0.27422,-0.09145,-0.03067,0.83171,,,,,,,
7/1/2009,CHE,CHF,Switzerland,6.5,1.08605,5.984991483,0.67647,0.29626,0.62271,0.73125,2.27149,,,,,,,
7/1/2009,CHL,CLP,Chile,1750,548.55,3.190228785,-0.10638,-0.30904,-0.13503,-0.07718,0.74383,,,,,,,
7/1/2009,CHN,CNY,China,12.5,6.8327,1.82943785,-0.48755,-0.60377,-0.50399,-0.47081,0,,,,,,,
7/1/2009,COL,COP,Colombia,7000,2095.6,3.340332124,-0.06433,-0.27653,-0.09434,-0.03376,0.82588,,,,,,,
7/1/2009,CRI,CRC,Costa Rica,2000,582.57,3.433063838,-0.03836,-0.25645,-0.0692,-0.00693,0.87657,,,,,,,
7/1/2009,CZE,CZK,Czech Republic,67.92,18.66155,3.63956906,0.01949,-0.21172,-0.01321,0.0528,0.98945,,,,,,,
7/1/2009,DNK,DKK,Denmark,29.5,5.3375,5.526932084,0.54816,0.19705,0.49851,0.59875,2.02111,,,,,,,
7/1/2009,EGY,EGP,Egypt,13,5.58475,2.327767581,-0.34796,-0.49584,-0.36887,-0.32666,0.2724,,,,,,,
7/1/2009,EUZ,EUR,Euro area,3.31,0.716897269,4.617118998,0.29331,0,0.25184,0.33557,1.52379,,,,,,,
7/1/2009,GBR,GBP,Britain,2.29,0.620886626,3.688274001,0.03313,-0.20117,0,0.06689,1.01607,,,,,,,
7/1/2009,HKG,HKD,Hong Kong,13.3,7.7505,1.716018321,-0.51932,-0.62834,-0.53474,-0.50361,-0.062,,,,,,,
7/1/2009,HUN,HUF,Hungary,720,199.1577,3.615225522,0.01267,-0.217,-0.01981,0.04576,0.97614,,,,,,,
7/1/2009,IDN,IDR,Indonesia,20900,10200,2.049019608,-0.42604,-0.55621,-0.44445,-0.40729,0.12003,,,,,,,
